PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3,Organisation,ExpertiseArea,Intent,Platform,PromptSource,PersonaTemplateID,GenerationMethod
UOS-0954,Hong Kong,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,DeepSeek,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0955,Hong Kong,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for Hong Kong universities, public bodies and industry partners?",OpenAI,DeepSeek,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0956,Hong Kong,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,DeepSeek,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0957,UAE,Prospective Student (Undergraduate),Humanities,Reputation,Which UK universities have the strongest overall reputation for humanities education?,OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0958,UAE,Prospective Student (Undergraduate),Humanities,Academic Experience,Which universities offer the most intellectually engaging humanities teaching and access to leading academics?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0959,UAE,Prospective Student (Undergraduate),Humanities,Facilities,"Which universities give humanities students the strongest access to libraries, archives, museums and cultural institutions?",OpenAI,Anthropic,Gemini,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0960,UAE,Prospective Student (Undergraduate),Humanities,International Recognition,"Which universities offer humanities degrees with the strongest reputation among employers and institutions in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0961,UAE,Prospective Student (Postgraduate),Humanities,Academic Experience,Which universities offer the strongest postgraduate humanities communities and academic supervision?,OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0962,UAE,Prospective Student (Postgraduate),Humanities,Academic Experience,"Which universities provide the best access to archives, collections, cultural organisations and international academic networks?",OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0963,UAE,Prospective Student (Postgraduate),Humanities,Cost & Value,"Which postgraduate humanities programmes offer the strongest balance of academic reputation, scholarships, total cost and long-term career value and career value?",OpenAI,Anthropic,Gemini,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0964,UAE,Research Professional,Humanities,Research & Innovation,Which UK universities have the strongest humanities research environments and scholarly communities?,OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0965,UAE,Research Professional,Humanities,Collaboration & Partnerships,"Which universities would make the strongest humanities research partners for United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0966,UAE,Research Professional,Humanities,Academic Experience,"Which universities provide the richest archives, collections, digital humanities infrastructure and research support?",OpenAI,Anthropic,Gemini,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0967,UK,Prospective Student (Undergraduate),Defence,Reputation,"Which UK universities are most highly regarded for defence-related education, security studies and relevant technical disciplines?",OpenAI,Anthropic,Gemini,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0968,UK,Prospective Student (Undergraduate),Defence,Facilities,"Which universities offer the strongest facilities and practical learning relevant to defence, security and resilience?",OpenAI,Anthropic,Gemini,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0969,UK,Prospective Student (Undergraduate),Defence,Careers & Employability,"Which universities provide the strongest pathways into defence, aerospace, security and government careers?",OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0970,UK,Prospective Student (Undergraduate),Defence,International Recognition,Which universities offer defence-related degrees that are most respected by employers and institutions in careers in the UK?,OpenAI,Anthropic,Gemini,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0971,UK,Prospective Student (Postgraduate),Defence,University Overview,"Which universities offer the strongest postgraduate education in defence, security, strategy and related technologies?",OpenAI,Anthropic,Gemini,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0972,UK,Prospective Student (Postgraduate),Defence,Careers & Employability,Which universities provide the strongest platform for experienced professionals seeking senior defence or security roles?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0973,UK,Prospective Student (Postgraduate),Defence,Careers & Employability,Which postgraduate defence and security programmes provide the strongest value for professionals from UK-based students?,OpenAI,Anthropic,Gemini,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0974,UK,Research Professional,Defence,Research & Innovation,"Which UK universities have the strongest research capability in defence, security, resilience and dual-use technologies?",OpenAI,Anthropic,Gemini,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0975,UK,Research Professional,Defence,Collaboration & Partnerships,"Which universities would make the strongest research partners for defence and security organisations in UK research funders, public services and industry?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0976,UK,Research Professional,Defence,Collaboration & Partnerships,"Which universities have the strongest governance, secure facilities and partnership experience for sensitive defence-related research?",OpenAI,Anthropic,Gemini,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0977,China,Prospective Student (Undergraduate),Defence,Reputation,"Which UK universities are most highly regarded for defence-related education, security studies and relevant technical disciplines?",DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0978,China,Prospective Student (Undergraduate),Defence,Facilities,"Which universities offer the strongest facilities and practical learning relevant to defence, security and resilience?",DeepSeek,,,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0979,China,Prospective Student (Undergraduate),Defence,Careers & Employability,"Which universities provide the strongest pathways into defence, aerospace, security and government careers?",DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0980,China,Prospective Student (Undergraduate),Defence,International Recognition,Which universities offer defence-related degrees that are most respected by employers and institutions in careers in China and internationally?,DeepSeek,,,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0981,China,Prospective Student (Postgraduate),Defence,University Overview,"Which universities offer the strongest postgraduate education in defence, security, strategy and related technologies?",DeepSeek,,,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0982,China,Prospective Student (Postgraduate),Defence,Careers & Employability,Which universities provide the strongest platform for experienced professionals seeking senior defence or security roles?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
