PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3
,India,Prospective Student (Postgraduate),Defence,University Overview,"Which universities offer the strongest postgraduate education in defence, security, strategy and related technologies?",OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Defence,Careers & Employability,Which universities provide the strongest platform for experienced professionals seeking senior defence or security roles?,OpenAI,Gemini,Perplexity
,India,Prospective Student (Postgraduate),Defence,Careers & Employability,Which postgraduate defence and security programmes provide the strongest value for professionals from students from India?,OpenAI,Gemini,Perplexity
,India,Research Professional,Defence,Research & Innovation,"Which UK universities have the strongest research capability in defence, security, resilience and dual-use technologies?",OpenAI,Gemini,Perplexity
,India,Research Professional,Defence,Collaboration & Partnerships,"Which universities would make the strongest research partners for defence and security organisations in Indian universities, research institutes and industry partners?",OpenAI,Gemini,Perplexity
,India,Research Professional,Defence,Collaboration & Partnerships,"Which universities have the strongest governance, secure facilities and partnership experience for sensitive defence-related research?",OpenAI,Gemini,Perplexity
,Hong Kong,Prospective Student (Undergraduate),Defence,Reputation,"Which UK universities are most highly regarded for defence-related education, security studies and relevant technical disciplines?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Defence,Facilities,"Which universities offer the strongest facilities and practical learning relevant to defence, security and resilience?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Defence,Careers & Employability,"Which universities provide the strongest pathways into defence, aerospace, security and government careers?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Undergraduate),Defence,International Recognition,"Which universities offer defence-related degrees that are most respected by employers and institutions in careers in Hong Kong, the UK and Asia?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Defence,University Overview,"Which universities offer the strongest postgraduate education in defence, security, strategy and related technologies?",OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Defence,Careers & Employability,Which universities provide the strongest platform for experienced professionals seeking senior defence or security roles?,OpenAI,DeepSeek,Gemini
,Hong Kong,Prospective Student (Postgraduate),Defence,Careers & Employability,Which postgraduate defence and security programmes provide the strongest value for professionals from students from Hong Kong?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Defence,Research & Innovation,"Which UK universities have the strongest research capability in defence, security, resilience and dual-use technologies?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Defence,Collaboration & Partnerships,"Which universities would make the strongest research partners for defence and security organisations in Hong Kong universities, public bodies and industry partners?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,Defence,Collaboration & Partnerships,"Which universities have the strongest governance, secure facilities and partnership experience for sensitive defence-related research?",OpenAI,DeepSeek,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Defence,Reputation,"Which UK universities are most highly regarded for defence-related education, security studies and relevant technical disciplines?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Defence,Facilities,"Which universities offer the strongest facilities and practical learning relevant to defence, security and resilience?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Defence,Careers & Employability,"Which universities provide the strongest pathways into defence, aerospace, security and government careers?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),Defence,International Recognition,"Which universities offer defence-related degrees that are most respected by employers and institutions in careers in the United Arab Emirates, Gulf and internationally?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Defence,University Overview,"Which universities offer the strongest postgraduate education in defence, security, strategy and related technologies?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Defence,Careers & Employability,Which universities provide the strongest platform for experienced professionals seeking senior defence or security roles?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Postgraduate),Defence,Careers & Employability,Which postgraduate defence and security programmes provide the strongest value for professionals from students from the United Arab Emirates?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Defence,Research & Innovation,"Which UK universities have the strongest research capability in defence, security, resilience and dual-use technologies?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Defence,Collaboration & Partnerships,"Which universities would make the strongest research partners for defence and security organisations in United Arab Emirates universities, government entities and industry partners?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Research Professional,Defence,Collaboration & Partnerships,"Which universities have the strongest governance, secure facilities and partnership experience for sensitive defence-related research?",OpenAI,Anthropic,Gemini
